episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health,total_distance_traveled,state PURSUING,state HOLD - WAIT,state HOLD - RETURN,state HOLD - NO ENOUGH COMM,state HOLD - INTCPT,state GO HOLD INTCPT,state HOLD - SPREAD
92,1428,16563.37654965878,40,21,8,84,1737.9999999999995,5.972388955582233,90.02601040416167,0,1.5906362545018007,1.2805122048819526,1.1304521808723489,0
93,1105,5616.572912604837,40,19,9,82,3911.999999999998,15.02262443438914,79.27601809954753,0,2.7149321266968327,1.0558069381598791,1.9306184012066363,0
94,1269,16593.811959179915,40,23,5,90,1431.9999999999982,6.761229314420802,87.21828211189913,0,2.6792750197005515,1.4972419227738378,1.8439716312056738,0
95,1363,24637.810289418798,40,23,4,92,2015.999999999999,9.141599413059428,83.27219369038885,0,3.5803374908290535,1.9369038884812917,2.0689655172413794,0
96,1229,9203.735853488768,40,23,9,82,1943.9999999999966,10.545158665581774,83.15703824247355,0,3.8079739625711957,1.0252237591537836,1.464605370219691,0
97,1090,11231.063863233063,40,21,5,90,3204.0,15.4521625163827,77.60157273918742,0,3.302752293577982,1.4023591087811271,2.2411533420707737,0
98,1654,36454.110772571534,40,23,3,94,2589.999999999998,10.386940749697702,83.5912938331318,0,4.824667472793228,0.7496977025392986,0.44740024183796856,0
99,1320,18937.33182309396,40,17,6,88,3235.355567595237,8.360881542699724,88.13360881542701,0,1.384297520661157,0.7231404958677684,1.3980716253443528,0
100,1423,27623.561787546285,40,21,2,96,3681.999999999999,11.876317638791285,80.21283003714487,0,5.4211424555767485,1.3050898504166248,1.184620018070475,0
101,1173,16381.788600141248,40,17,5,90,3125.9999999999964,9.439665194140897,87.04177323103154,0,1.263272107261877,0.8447647833837091,1.4105246841819732,0
102,1062,14639.832039840718,40,21,3,94,3438.0,13.976324993274147,75.78692493946733,0,5.676620930858219,1.089588377723971,3.4705407586763517,0
103,1299,14203.876574775417,40,20,7,86,3523.999999999998,12.297921478060047,82.25558121632024,0,3.704772902232486,0.7890685142417243,0.9526558891454965,0
104,1264,19109.87628677075,40,23,5,90,2479.999999999999,14.414556962025317,79.60443037974683,0,4.177215189873418,0.7753164556962024,1.028481012658228,0
