episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health,total_distance_traveled,state PURSUING,state HOLD - WAIT,state HOLD - RETURN,state HOLD - NO ENOUGH COMM,state HOLD - INTCPT,state GO HOLD INTCPT,state HOLD - SPREAD,state HOLD - JOYSTICK,state HOLD - NO JOYSTICK,state HOLD - BC,state HOLD - BENCHMARK,simulation,formation,ratio friend:enemy
92,1069,20714.30461485075,40,20,0,100,10122.771360347715,5.753040224508887,0.0,0,0.9471468662301216,2.79466791393826,4.642188961646399,0,0,0,85.86295603367634,0,behavior_clone_32768,False,0.7:1
93,1639,38081.79742444899,40,21,1,98,9519.502171177754,8.271594177634446,0.0174322321973328,0,5.412708097271856,1.4904558528719605,1.2725529504052993,0,0,0,83.53525668961912,0,behavior_clone_32768,False,0.7:1
94,1338,30532.99080328054,40,19,0,100,12701.556850511042,10.272380003321707,0.0,0,5.23168908819133,0.8885567181531306,2.300282345125394,0,0,0,81.30709184520843,0,behavior_clone_32768,False,0.7:1
95,1677,39554.716481639465,40,26,1,98,2975.0701557123944,5.158020274299345,36.31484794275492,0,6.350626118067979,2.802623732856291,4.174120453190221,0,0,0,45.19976147883124,0,behavior_clone_32768,False,0.7:1
96,1620,36783.87655342804,40,24,1,98,6911.379311008258,4.367283950617284,0.0,0,2.6234567901234565,1.574074074074074,1.851851851851852,0,0,0,89.58333333333334,0,behavior_clone_32768,False,0.7:1
97,1081,18731.660228230598,40,19,1,98,11847.274365213223,12.724843252132796,0.0,0,2.569637167231987,1.562339397677048,4.573954157672937,0,0,0,78.56922602528523,0,behavior_clone_32768,False,0.7:1
98,1787,40712.83298477015,40,25,1,98,7182.229544611386,7.946278679350867,0.0,0,6.062301809363925,1.0072747621712366,2.201081887707517,0,0,0,82.78306286140646,0,behavior_clone_32768,False,0.7:1
99,1758,40361.02438451721,40,25,2,96,6389.375976925131,11.528251801289343,0.9101251422070534,0,5.46075085324232,2.768297307546454,5.233219567690558,0,0,0,74.09935532802427,0,behavior_clone_32768,False,0.7:1
100,1787,44885.40587851902,40,22,0,100,7650.927974241032,6.864390971833613,0.0,0,2.704719268793136,1.4362991979108377,2.098489087856743,0,0,0,86.89610147360567,0,behavior_clone_32768,False,0.7:1
101,1655,36299.899086736645,40,26,1,98,5717.1441433243535,12.296072507552871,4.04833836858006,0,10.996978851963746,1.4501510574018126,0.392749244712991,0,0,0,70.81570996978851,0,behavior_clone_32768,False,0.7:1
102,1983,44522.34361099035,40,26,3,94,3393.690404324384,9.531013615733738,32.09783156833081,0,9.001512859304086,0.9329299041855774,1.2607160867372669,0,0,0,47.17599596570852,0,behavior_clone_32768,False,0.7:1
103,1459,30806.56671536969,40,24,1,98,7327.566753572637,12.577107607950651,0.0,0,3.923920493488692,0.9766963673749144,2.0390678546949967,0,0,0,80.48320767649075,0,behavior_clone_32768,False,0.7:1
104,1333,26055.67197330048,40,25,1,96,6182.325587600305,14.403600900225058,0.0500125031257814,0,7.851962990747687,0.1000250062515629,2.050512628157039,0,0,0,75.54388597149287,0,behavior_clone_32768,False,0.7:1
105,1812,30863.456458497923,40,26,7,86,3693.970008415742,7.450331125827815,38.57615894039735,0,9.161147902869756,0.3311258278145695,2.7593818984547465,0,0,0,41.72185430463576,0,behavior_clone_32768,False,0.7:1
106,1810,28499.30309431084,40,26,8,84,3058.82332783154,7.762430939226519,39.08839779005525,0,8.093922651933703,0.2209944751381215,0.966850828729282,0,0,0,43.86740331491713,0,behavior_clone_32768,False,0.7:1
107,1758,36089.37296006955,40,26,4,92,3093.747295454562,8.703071672354948,20.07963594994312,0,8.418657565415245,0.9954493742889646,1.1945392491467577,0,0,0,60.60864618885097,0,behavior_clone_32768,False,0.7:1
108,1642,31506.97757136049,40,25,4,92,4244.330406468309,10.475030450669914,7.511165245635404,0,7.08485586682907,0.3248071457572066,0.9541209906617946,0,0,0,73.65002030044661,0,behavior_clone_32768,False,0.7:1
109,1248,25374.06266625302,40,21,1,98,10306.712409282605,12.683150183150184,0.0,0,4.498626373626374,2.026098901098901,2.712912087912088,0,0,0,78.07921245421245,0,behavior_clone_32768,False,0.7:1
110,2007,41189.51272339361,40,26,5,90,3398.5289224896565,12.481315396113605,34.42949676133533,0,10.587942202291975,0.4982561036372696,1.7688091679123068,0,0,0,40.23418036870952,0,behavior_clone_32768,False,0.7:1
111,1688,33487.68032602881,40,22,3,94,9694.466456662127,9.44905213270142,0.2172195892575039,0,4.3246445497630335,1.5501579778830965,1.9944707740916272,0,0,0,82.4644549763033,0,behavior_clone_32768,False,0.7:1
112,1713,34264.4825503127,40,22,4,90,8706.336673289185,14.205098268145552,24.129208017123958,0,6.324187585133294,0.3794512551079976,1.255107997664915,0,0,0,53.70694687682428,0,behavior_clone_32768,False,0.7:1
113,1720,39524.06782889066,40,25,0,100,6511.391236968114,13.624031007751938,0.0,0,9.631782945736434,0.1550387596899224,0.0968992248062015,0,0,0,76.4922480620155,0,behavior_clone_32768,False,0.7:1
114,1587,37993.81239374146,40,20,0,98,10536.245915080348,6.891934467548834,0.0,0,3.166351606805293,1.0003150598613737,1.5989287964713297,0,0,0,87.34247006931317,0,behavior_clone_32768,False,0.7:1
115,1873,39526.12378106036,40,25,3,94,5421.788202704024,9.98398291510945,5.659369994660972,0,7.367859049652964,2.08222103577149,3.239010500088984,0,0,0,71.66755650471613,0,behavior_clone_32768,False,0.7:1
116,1649,38872.5969749499,40,25,1,98,4804.213996807402,2.486355366889024,0.586213866990095,0,4.7503537497473225,2.8906407923994344,3.6587831008692135,0,0,0,85.62765312310492,0,behavior_clone_32768,False,0.7:1
117,1799,30105.00604299002,40,26,7,84,4144.368469920183,9.088382434685936,36.49249583101724,0,7.003891050583658,1.3618677042801557,1.3340744858254587,0,0,0,44.71928849360756,0,behavior_clone_32768,False,0.7:1
118,1165,21424.08063143717,40,23,1,98,6256.458432653784,9.133047210300427,0.0,0,7.330472103004292,1.167381974248927,2.1974248927038627,0,0,0,80.1716738197425,0,behavior_clone_32768,False,0.7:1
119,1601,30625.629656229758,40,25,4,92,5301.312596720933,16.88528003331251,14.282739954195296,0,8.03664376431397,0.895273787216323,1.4157818030397669,0,0,0,58.48428065792213,0,behavior_clone_32768,False,0.7:1
120,1444,30203.828255656987,40,22,1,96,9666.266606657578,8.483379501385041,0.1385041551246537,0,4.951523545706372,1.1772853185595569,2.2968605724838413,0,0,0,82.95244690674053,0,behavior_clone_32768,False,0.7:1
121,2050,49856.44846779345,40,26,2,96,4479.1330317886095,10.609756097560975,27.5609756097561,0,7.024390243902439,0.7560975609756098,1.5609756097560976,0,0,0,52.48780487804878,0,behavior_clone_32768,False,0.7:1
122,1994,51087.27612799504,40,23,1,96,7571.323162516668,5.125376128385155,0.0,0,3.8014042126379137,0.7522567703109329,1.995987963891675,0,0,0,88.32497492477432,0,behavior_clone_32768,False,0.7:1
